ID_Environmental,OTU_10,OTU_24,OTU_17316,OTU_124,OTU_196,OTU_111,OTU_16,OTU_20,OTU_198,OTU_146,OTU_28942,OTU_161,OTU_115,OTU_5864,OTU_3293,OTU_62,OTU_777,OTU_288,OTU_352,OTU_937,OTU_6567,OTU_687,OTU_68,OTU_131,OTU_102,OTU_81,OTU_371,OTU_734,OTU_709,OTU_45,OTU_74,OTU_60,OTU_794,OTU_8182,OTU_5974,OTU_109,OTU_443,OTU_104,OTU_41,OTU_338,OTU_123,OTU_385,OTU_35370,OTU_11839,OTU_56,OTU_700,OTU_202,OTU_531,OTU_3018,OTU_310,OTU_1110,OTU_130,OTU_3921,OTU_9326,OTU_1534,OTU_466,OTU_1141,OTU_22,OTU_255,OTU_249,OTU_26,OTU_76,OTU_4343,OTU_343,OTU_18949,OTU_1758,OTU_157,OTU_17814,OTU_264,OTU_107,OTU_75,OTU_24244,OTU_17160,OTU_2940,OTU_173,OTU_41795,OTU_137,OTU_9648,OTU_899,OTU_98,OTU_191,OTU_138,OTU_6625,OTU_9846,OTU_6640,OTU_12506,OTU_3161,OTU_1008,OTU_117,OTU_727,OTU_30,OTU_863,OTU_212,OTU_4995,OTU_2811,OTU_225,OTU_186,OTU_144,OTU_4497,OTU_1517,OTU_454,OTU_354,OTU_1529,OTU_4735,OTU_1981,OTU_638,OTU_71,OTU_52,OTU_323,OTU_297,OTU_22664,OTU_2859,OTU_423,OTU_589,OTU_508,OTU_11937,OTU_42268,OTU_7081,OTU_193,OTU_940,OTU_40882,OTU_170,OTU_205,OTU_3072,OTU_67,OTU_142,OTU_6462,OTU_286,OTU_327,OTU_682,OTU_228,OTU_265,OTU_254,OTU_6879,OTU_7783,OTU_13072,OTU_854,OTU_132,OTU_110,OTU_335,OTU_8934,OTU_6526,OTU_119,OTU_116,OTU_450,OTU_38515,OTU_417,OTU_3109,OTU_316,OTU_332,OTU_19226,OTU_294,OTU_270,OTU_94,OTU_494,OTU_344,OTU_2568,OTU_83,OTU_359,OTU_9659,OTU_1412,OTU_710,OTU_6018,OTU_1181,OTU_35,OTU_5201,OTU_5164,OTU_262,OTU_416,OTU_1233,OTU_7213,OTU_5482,OTU_214,OTU_1416,OTU_1459,OTU_279,OTU_253,OTU_238,OTU_10810,OTU_1282,OTU_18647,OTU_2372,OTU_337,OTU_655,OTU_42608,OTU_199,OTU_424,OTU_2813,OTU_151,OTU_154,OTU_438,OTU_414,OTU_407,OTU_1384,OTU_5987,OTU_2916,OTU_92,OTU_285,OTU_165,OTU_783,OTU_2128,OTU_349,OTU_662,OTU_2106,OTU_326,OTU_22557,OTU_784,OTU_236,OTU_203,OTU_28492,OTU_2592,OTU_37593,OTU_14640,OTU_1524,OTU_156,OTU_184,OTU_24926,OTU_7748,OTU_6820,OTU_27847,OTU_25205,OTU_672,OTU_701,OTU_12047,OTU_633,OTU_147,OTU_12102,OTU_572,OTU_27975,OTU_135,OTU_36249,OTU_301,OTU_302,OTU_20918,OTU_5959,OTU_10913,OTU_120,OTU_103,OTU_5357,OTU_6387,OTU_7247,OTU_33045,OTU_47,OTU_23,OTU_18203,OTU_2634,OTU_12273,OTU_213,OTU_31027,OTU_222,OTU_391,OTU_28747,OTU_290,OTU_160,OTU_1748,OTU_26184,OTU_2226,OTU_298,OTU_30959,OTU_1087,OTU_613,OTU_70,OTU_3213,OTU_503,OTU_3504,OTU_1770,OTU_16719,OTU_3704,OTU_599,OTU_86,OTU_259,OTU_33,OTU_25687,OTU_1817,OTU_18635,OTU_860,OTU_766,OTU_25101,OTU_1891,OTU_18910,OTU_50,OTU_43364,OTU_11266,OTU_693,OTU_4034,OTU_2172,OTU_42001,OTU_960,OTU_564,OTU_800,OTU_3542,OTU_5178,OTU_24690,OTU_1731,OTU_512,OTU_881,OTU_26152,OTU_1322,OTU_39105,OTU_209,OTU_483,OTU_519,OTU_7973,OTU_207,OTU_1589,OTU_1614,OTU_811,OTU_20754,OTU_752,OTU_10813,OTU_2073,OTU_22324,OTU_217,OTU_287,OTU_34164,OTU_698,OTU_2784,OTU_36189,OTU_7421,OTU_139,OTU_1019,OTU_1715,OTU_912,OTU_300,OTU_2676,OTU_18652,OTU_341,OTU_1025,OTU_379,OTU_1139,OTU_1078,OTU_1600,OTU_5704,OTU_7385,OTU_447,OTU_40042,OTU_1562,OTU_26011,OTU_935,OTU_1574,OTU_1273,OTU_208,OTU_21267,OTU_627,OTU_435,OTU_257,OTU_1212,OTU_24223,OTU_59,OTU_9452,OTU_439,OTU_14779,OTU_188,OTU_631,OTU_15001,OTU_6457,OTU_8642,OTU_307,OTU_1131,OTU_11503,OTU_292,OTU_1657,OTU_605,OTU_21850,OTU_445,OTU_21325,OTU_1164,OTU_7013,OTU_1195,OTU_21010,OTU_477,OTU_229,OTU_69,OTU_176,OTU_2920,OTU_835,OTU_762,OTU_660,OTU_877,OTU_35535,OTU_243,OTU_810,OTU_36092,OTU_5857,OTU_11827,OTU_541,OTU_8853,OTU_552,OTU_26244,OTU_3116,OTU_5921,OTU_19665,OTU_4466,OTU_8266,OTU_639,OTU_37016,OTU_2206,OTU_9832,OTU_348,OTU_397,OTU_654,OTU_14638,OTU_461,OTU_16330,OTU_29171,OTU_2778,OTU_3021,OTU_827,OTU_1267,OTU_595,OTU_640,OTU_731,OTU_402,OTU_1020,OTU_330,OTU_27201,OTU_4130,OTU_22252,OTU_16002,OTU_3122,OTU_808,OTU_340,OTU_3279,OTU_41662,OTU_18050,OTU_567,OTU_2329,OTU_2630,OTU_13249,OTU_93,OTU_526,OTU_971,OTU_4842,OTU_277,OTU_383,OTU_590,OTU_7537,OTU_4351,OTU_3012,OTU_476,OTU_38449,OTU_458,OTU_39447,OTU_560,OTU_369,OTU_3527,OTU_25497,OTU_272,OTU_743,OTU_1475,OTU_2532,OTU_1866,OTU_27162,OTU_17730,OTU_4226,OTU_9257,OTU_1474,OTU_19940,OTU_2065,OTU_1104,OTU_702,OTU_588,OTU_695,OTU_6158,OTU_7504,OTU_2527,OTU_2844,OTU_2038,OTU_1539,OTU_42423,OTU_23293,OTU_2097,OTU_413,OTU_816,OTU_543,OTU_22401,OTU_40614,OTU_26725,OTU_2030,OTU_158,OTU_149,OTU_89,OTU_234,OTU_4829,OTU_4719,OTU_4809,OTU_7634,OTU_347,OTU_496,OTU_210,OTU_5832,OTU_528,OTU_1325,OTU_2511,OTU_1302,OTU_1156,OTU_7962,OTU_26721,OTU_5515,OTU_9207,OTU_1637,OTU_206,OTU_7807,OTU_20167,OTU_3763,OTU_998,OTU_618,OTU_961,OTU_3160,OTU_37856,OTU_882
110,284,165,20,17,73,16,35,89,46,6,2,3,11,7,96,0,71,12,23,6,1,4,90,5,4,66,29,36,1,1,9,53,1,7,5,30,4,5,1,45,6,11,2,19,12,6,17,0,3,1,1,3,25,0,33,3,1,0,8,29,18,0,4,5,1,1,1,5,1,18,3,1,24,0,16,51,24,1,1,1,0,3,17,4,4,11,1,2,1,21,3,11,0,4,1,0,2,4,10,1,11,3,2,2,2,1,25,17,0,0,0,10,4,2,2,1,1,7,16,0,119,0,3,3,0,3,12,2,1,0,1,2,32,1,0,15,1,11,1,38,0,8,0,79,37,1,1,0,3,27,15,0,1,1,2,1,0,6,4,1,0,2,6,1,1,0,2,1,2,0,46,40,1,1,1,0,6,0,0,4,3,2,0,1,25,5,4,0,0,4,0,3,0,0,4,0,20,5,8,3,4,0,20,20,1,0,0,0,6,119,9,4,7,0,0,94,1,10,1,6,10,2,7,0,0,5,5,0,1,0,8,0,0,14,9,1,4,0,9,0,0,1,0,0,0,19,1,1,2,0,34,1,0,5,0,1,0,3,37,0,0,1,0,9,0,1,0,0,0,0,0,6,0,2,9,6,0,3,2,2,0,0,0,0,3,1,0,0,12,0,1,3,6,6,0,0,0,2,0,0,0,0,11,1,16,4,0,7,0,2,0,0,1,0,0,0,2,7,0,20,0,0,0,0,2,0,0,3,0,0,0,3,11,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,5,0,4,7,0,2,4,0,48,2,8,3,0,0,14,0,16,0,0,2,1,0,59,2,16,0,8,1,0,0,0,1,4,0,0,0,2,0,2,0,0,1,1,1,3,11,28,1,4,2,0,3,0,8,5,1,0,0,3,0,0,0,0,0,24,0,3,0,9,0,0,2,0,0,0,1,1,3,1,4,17,0,6,1,0,0,0,0,0,0,2,6,0,0,0,2,1,5,0,0,0,0,1,1,0,2,0,4,17,4,0,32,3,0,2,0,4,0,0,0,0,12,0,0,0,0,1,1,0,4,0,20,1,0,0,4,0,1,0,48,124,1,0,0,9,0,0,0,4,2,0,0,0,0,3,1,0,2,3,0,0,1
111,264,106,14,24,65,32,38,64,32,25,13,26,3,7,113,1,62,11,35,6,7,11,52,23,6,34,33,22,5,7,13,41,12,5,8,53,2,6,3,56,9,17,9,11,4,14,32,4,6,1,8,3,12,9,16,17,1,1,5,19,58,7,7,10,7,6,16,2,5,19,4,1,20,3,19,30,29,3,0,10,10,7,17,12,3,8,8,1,1,14,3,7,3,6,3,0,18,11,23,6,15,3,2,2,1,2,14,78,10,8,3,8,1,4,2,1,2,15,5,4,100,3,12,5,13,14,20,2,3,5,9,5,7,6,3,20,1,3,13,24,0,4,8,77,16,1,4,4,2,18,33,1,3,4,4,2,0,7,34,1,3,2,1,3,9,8,0,12,3,2,32,18,5,3,3,0,1,0,4,6,6,1,1,1,9,7,8,0,0,12,0,8,8,1,5,0,21,12,16,10,1,0,26,15,0,4,0,0,1,48,12,5,6,4,1,86,0,9,2,2,5,8,7,1,1,1,9,0,3,1,23,3,2,10,5,0,6,0,11,2,2,3,1,0,0,26,0,3,2,0,18,4,2,11,1,7,3,5,84,0,0,0,0,3,0,1,2,1,0,0,0,17,5,11,14,2,3,3,7,0,0,1,0,0,7,3,6,0,31,0,1,7,2,9,0,7,0,1,5,0,0,3,12,3,10,2,0,5,1,2,1,0,3,0,1,0,5,10,1,7,2,1,0,0,0,2,1,1,0,1,0,5,4,5,1,5,2,2,2,0,0,1,1,1,15,0,5,1,0,2,0,11,3,1,2,6,2,20,16,24,0,0,0,5,0,13,1,3,3,2,0,35,0,11,0,3,2,1,1,0,12,1,0,0,0,5,0,3,0,0,0,2,0,3,3,34,0,1,6,0,20,3,13,0,0,2,0,2,1,0,0,1,1,33,0,0,0,7,0,7,0,1,0,1,2,7,0,0,2,12,6,0,3,2,2,10,3,1,0,4,8,4,0,0,4,0,3,4,0,1,0,3,4,1,0,3,2,12,3,3,25,1,0,1,1,3,1,0,0,1,12,0,0,4,6,1,2,0,0,0,24,0,0,0,1,0,7,0,13,79,0,0,1,8,4,0,1,7,0,2,0,0,7,6,1,0,2,0,0,1,2
112,251,39,13,44,41,34,73,176,13,5,3,11,2,5,155,2,98,6,26,6,0,3,118,27,7,23,26,18,6,1,17,76,6,8,5,37,4,1,3,56,1,4,4,12,0,16,25,0,14,6,4,4,16,4,4,4,6,0,16,51,16,0,20,9,4,4,0,5,0,49,6,2,51,0,32,66,14,2,1,5,0,1,14,7,4,7,3,1,4,15,1,12,0,2,2,0,1,12,8,11,30,8,4,5,3,0,37,22,1,5,8,18,3,5,6,0,0,23,25,4,107,2,2,0,0,3,22,8,2,7,6,6,31,0,1,11,0,28,1,23,3,3,0,19,64,1,0,0,2,20,14,1,5,0,3,1,0,9,4,0,0,8,9,4,11,1,0,0,5,1,58,54,0,0,4,0,10,0,5,6,5,2,5,0,30,6,5,0,6,0,0,0,0,0,10,0,8,3,16,5,5,1,19,47,2,0,0,0,20,63,14,2,3,2,0,77,0,8,1,7,1,1,1,5,0,0,2,1,1,0,22,1,0,10,4,2,1,0,37,0,1,2,0,0,0,41,1,0,1,0,102,10,0,10,1,0,0,9,90,0,0,3,0,33,1,0,4,1,1,1,0,0,0,6,17,7,0,3,0,3,1,1,1,2,0,0,0,0,7,1,4,5,1,15,0,0,1,0,0,0,0,0,24,4,20,3,2,6,0,3,0,0,0,0,2,0,0,7,3,44,0,1,0,0,4,0,0,0,0,0,0,3,5,0,1,2,2,5,1,2,0,0,1,1,5,0,0,0,0,2,0,12,2,0,0,3,1,9,11,9,0,0,0,5,0,9,0,0,1,5,0,61,0,28,0,22,2,0,0,0,3,3,1,0,0,1,4,0,0,0,0,7,4,2,36,25,0,16,24,0,4,0,4,6,2,0,0,3,0,0,0,0,0,4,0,0,0,8,0,5,5,0,1,6,1,2,1,0,2,58,0,5,12,1,2,1,0,0,0,0,2,0,0,0,10,0,4,0,0,0,3,1,2,2,0,0,15,8,5,0,16,4,0,2,0,10,0,0,0,0,35,0,0,0,2,1,1,1,2,1,11,0,0,0,3,0,0,0,70,102,0,0,1,8,0,0,0,3,1,0,0,0,2,6,1,1,0,0,0,2,0
113,302,108,13,24,48,32,24,80,26,19,9,32,5,14,98,0,118,5,22,29,2,3,55,24,4,33,39,11,3,0,16,34,5,9,7,47,2,1,0,44,0,7,0,14,6,32,43,1,5,0,8,3,15,0,18,4,2,0,7,6,63,0,34,8,5,1,9,2,3,24,2,0,46,1,19,36,18,3,2,4,2,0,16,6,6,42,9,3,1,13,1,9,1,2,6,0,8,5,10,5,17,3,5,2,10,2,33,25,3,26,3,10,0,1,1,1,0,13,17,9,85,0,2,1,0,1,15,3,0,5,5,3,22,2,0,7,0,4,4,30,1,3,1,75,19,0,0,0,1,24,4,3,6,1,1,1,0,4,3,1,1,2,3,2,0,2,1,27,1,3,84,46,5,0,0,0,2,1,0,0,1,0,0,1,22,7,6,1,1,5,0,2,0,0,4,1,11,2,20,1,5,0,16,22,0,0,0,0,11,73,8,9,3,2,0,109,0,12,0,5,10,0,4,3,0,1,3,0,1,0,21,3,0,13,5,1,1,0,8,4,2,2,0,0,0,49,0,1,2,0,30,1,2,2,0,0,2,1,65,1,0,2,0,3,0,0,18,0,1,2,0,1,0,7,5,4,2,2,0,1,0,0,0,0,0,0,3,0,6,0,2,3,6,11,0,6,1,0,0,0,0,0,14,12,14,11,0,9,0,2,0,0,1,0,0,0,0,3,5,17,1,0,0,1,8,0,1,1,0,2,0,0,3,0,5,14,0,5,1,0,0,0,0,0,15,0,0,0,0,1,0,4,5,0,0,6,0,7,7,12,0,2,0,6,0,10,1,2,2,2,1,51,0,11,1,6,3,0,0,0,0,1,0,0,0,1,0,1,0,1,1,2,0,7,9,38,0,8,2,0,7,0,2,2,0,0,0,1,0,0,0,0,0,17,0,0,0,10,0,0,6,0,0,1,1,4,0,0,0,25,6,0,1,0,0,1,0,0,0,1,20,0,0,0,13,0,7,0,0,0,0,1,6,0,0,0,7,16,5,0,10,3,1,1,0,6,0,0,0,1,8,0,0,0,3,0,1,0,2,0,18,0,0,1,1,0,2,0,43,53,0,0,1,10,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0
114,275,64,19,34,38,19,35,95,17,17,13,20,8,12,56,0,73,6,20,10,0,7,54,23,1,37,27,9,4,0,11,49,0,2,3,50,2,2,4,65,7,4,3,7,3,10,48,0,5,1,2,7,9,0,10,4,1,0,4,38,223,0,10,7,6,2,13,1,0,12,4,1,35,3,11,30,9,4,2,2,2,3,29,5,5,14,4,5,6,25,0,14,2,3,4,1,5,4,9,6,10,4,5,1,4,0,14,33,2,31,1,19,1,3,5,0,0,11,30,7,106,1,1,3,0,0,18,1,0,10,5,6,19,0,1,3,2,15,0,32,2,5,0,57,25,4,0,0,4,28,10,0,4,1,2,1,0,2,6,2,0,6,3,2,2,2,0,4,4,1,52,65,17,0,4,0,2,0,2,3,4,1,0,2,19,12,10,1,2,2,0,0,1,0,5,0,15,12,9,4,0,2,24,45,0,0,0,0,5,60,14,12,0,2,0,85,0,12,0,0,8,1,5,3,0,0,12,0,5,0,22,0,0,10,3,1,1,0,23,1,7,0,0,0,0,18,0,5,0,0,42,1,0,5,0,0,2,11,53,0,0,0,0,11,0,1,3,1,0,0,0,1,2,6,8,3,0,3,6,0,0,1,1,1,0,2,5,0,20,0,1,4,3,8,0,0,0,1,0,0,0,0,2,80,22,6,4,5,0,0,2,0,0,0,0,0,2,4,1,16,1,0,0,0,1,0,2,7,0,2,1,2,9,0,0,6,1,3,1,0,0,0,0,2,0,0,0,1,0,0,0,7,5,1,0,1,2,16,4,29,1,0,0,10,0,16,0,0,4,4,0,34,0,29,0,17,0,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,14,12,1,2,4,0,8,0,5,0,8,0,0,2,0,0,0,0,0,18,0,0,0,1,0,0,8,0,0,2,2,10,1,1,0,22,3,0,6,0,0,1,0,1,0,2,9,3,0,0,0,0,2,0,0,0,1,1,1,1,0,0,1,11,5,1,12,2,1,0,0,5,0,0,0,0,14,0,0,0,4,0,0,1,1,0,28,0,0,0,5,0,1,0,31,78,0,0,0,4,0,1,0,4,0,0,0,0,1,1,0,1,1,0,0,0,0
115,254,88,15,33,60,51,37,96,43,17,11,27,6,14,26,6,80,5,22,17,4,14,56,17,25,95,32,10,0,10,16,49,5,4,18,53,0,10,7,60,10,24,1,10,8,8,39,2,9,4,10,6,26,1,12,11,5,0,4,20,131,1,16,33,3,8,17,6,3,11,8,2,22,2,5,23,21,2,3,5,6,14,20,15,2,20,4,3,1,25,6,9,1,3,4,1,7,34,17,7,15,7,3,6,19,3,25,47,2,9,6,7,1,4,3,1,1,24,20,5,74,2,6,6,6,3,25,2,1,5,3,11,12,1,6,13,1,11,15,25,0,1,2,52,22,5,1,5,0,26,16,3,1,2,3,3,1,3,21,1,5,1,8,3,0,3,3,7,4,3,56,43,4,0,3,0,1,0,1,1,4,2,0,1,14,9,10,2,10,6,2,5,6,2,11,0,15,12,16,4,1,0,22,31,0,3,5,2,2,40,8,16,7,4,2,80,1,13,1,2,7,2,12,5,5,6,9,0,5,1,32,2,3,7,7,3,4,2,13,1,6,5,0,0,0,9,0,1,1,0,33,0,1,6,0,2,10,9,33,0,1,3,0,4,0,2,11,0,3,0,0,15,0,21,10,5,5,3,2,5,0,1,0,3,1,9,5,2,25,2,0,3,5,12,1,1,5,0,6,0,0,4,8,40,10,8,2,5,1,4,0,0,9,0,0,0,4,5,2,20,0,0,0,16,0,1,0,2,0,0,0,5,3,11,5,7,1,6,2,0,0,0,2,1,17,3,2,0,0,8,1,5,1,2,0,6,0,57,2,20,0,0,0,7,0,17,1,4,7,2,0,43,0,9,2,9,8,2,5,0,0,3,0,0,0,11,0,5,0,0,0,0,1,5,7,25,2,2,4,0,8,1,3,0,0,3,1,1,3,0,0,0,0,24,0,0,0,7,0,0,7,1,1,7,0,8,0,0,3,44,2,0,7,0,1,6,0,2,0,4,11,6,0,0,4,2,2,8,0,0,1,3,1,3,1,2,5,11,16,4,25,2,2,5,0,5,0,0,0,1,7,0,1,6,6,1,2,0,3,2,22,1,0,0,0,1,2,0,11,107,0,0,1,8,0,1,0,2,0,2,1,0,0,2,0,2,3,0,0,0,0
116,216,80,26,12,17,10,83,82,3,6,18,25,5,16,218,2,29,6,6,3,2,1,44,17,1,2,15,0,4,0,1,11,0,2,4,31,3,0,0,19,0,3,4,8,0,13,17,0,6,5,5,0,7,0,4,1,0,0,6,62,2,3,26,0,15,2,1,0,0,45,1,7,103,5,54,25,2,1,0,1,4,0,9,14,0,10,10,2,1,3,0,0,0,0,1,0,13,5,2,13,3,1,1,2,32,3,67,8,25,0,0,15,0,9,0,3,2,3,12,3,104,5,0,2,0,0,15,6,0,4,0,2,65,0,1,7,0,14,0,20,3,3,0,0,82,2,0,0,0,1,1,0,0,2,0,0,1,6,0,0,0,3,10,3,0,0,0,6,0,0,47,26,0,0,6,0,2,0,5,0,1,0,3,0,17,3,1,0,1,0,0,0,0,0,1,0,0,0,1,3,5,1,21,39,2,0,0,0,36,63,21,0,7,0,0,54,5,1,6,22,2,0,0,3,0,0,3,0,3,0,4,0,0,16,2,1,0,0,16,3,4,0,0,0,1,23,1,0,0,0,41,0,0,12,0,0,1,0,34,0,0,0,0,51,0,0,10,0,3,0,0,0,0,1,28,2,0,0,0,0,1,0,0,1,0,0,12,1,0,0,8,0,2,0,0,2,1,2,0,0,0,0,21,1,30,2,4,1,0,3,0,0,0,0,0,0,2,1,1,1,0,0,2,0,2,1,4,0,0,0,0,3,12,0,6,2,0,5,0,0,0,0,0,0,3,0,0,0,3,0,0,44,5,0,0,8,0,0,11,4,0,0,0,1,0,9,0,7,1,0,0,14,0,34,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,7,3,15,12,0,11,69,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,3,0,0,0,0,57,0,5,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,4,4,0,1,0,7,0,0,0,0,1,0,0,0,2,0,0,1,0,0,3,1,0,0,2,2,2,0,112,4,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
117,331,101,17,30,115,24,74,66,40,19,18,12,8,15,104,0,49,4,32,10,2,3,26,17,6,44,28,31,1,3,9,34,4,1,10,71,3,3,0,32,3,21,4,20,6,13,49,0,2,3,0,3,13,3,12,12,6,5,9,52,2,3,25,9,9,13,9,1,3,33,3,1,29,2,26,14,14,0,4,6,0,3,9,7,5,16,5,2,5,17,0,11,3,6,4,1,6,0,22,14,12,1,3,8,8,1,31,15,1,7,10,7,2,3,4,1,0,26,16,4,96,7,2,2,3,3,12,2,7,4,3,9,49,1,5,2,2,45,5,20,2,2,0,23,51,6,6,0,4,68,11,0,9,0,4,0,1,10,26,1,0,0,13,3,6,5,1,3,7,1,93,50,1,1,1,0,2,0,3,4,5,0,0,2,15,11,29,0,4,0,0,6,0,4,4,2,15,4,13,5,3,2,19,31,0,0,0,0,24,43,20,2,24,0,0,71,2,10,0,7,25,5,5,1,0,3,5,0,2,0,22,5,1,7,4,1,0,0,16,1,2,2,0,2,0,13,0,3,0,0,93,5,1,4,0,1,2,1,36,1,1,1,0,3,1,0,6,2,2,1,0,1,1,4,18,5,3,5,5,2,2,0,3,2,1,0,2,1,13,1,4,1,13,1,0,1,1,0,0,0,0,0,32,2,11,8,0,5,0,2,0,0,2,0,0,0,2,7,2,11,4,0,0,0,5,5,1,2,0,0,0,2,8,0,1,4,4,5,2,0,1,0,0,5,4,0,3,3,0,5,0,6,8,0,2,6,0,6,6,32,0,1,0,10,0,5,4,6,0,2,0,18,0,9,0,3,0,0,2,0,0,4,0,0,0,7,0,0,1,1,2,3,0,10,14,10,0,3,7,0,12,0,2,1,0,0,2,2,1,0,0,0,0,3,0,6,0,4,0,1,11,0,0,5,7,2,2,4,0,68,9,5,3,1,0,1,0,1,0,2,3,0,0,0,2,0,2,0,0,1,3,4,2,0,0,0,3,18,19,0,34,1,1,3,0,6,0,2,0,1,14,0,0,0,1,0,0,0,1,0,27,5,1,0,2,0,1,0,44,65,0,0,1,2,1,0,0,4,1,2,0,0,3,12,2,0,0,0,0,1,0
118,179,84,23,11,15,27,92,119,7,9,7,44,7,6,171,3,11,3,26,11,2,7,55,64,4,2,32,93,1,0,6,12,0,6,15,19,0,0,1,28,1,13,9,21,1,24,6,0,1,7,6,2,11,1,1,8,0,35,18,12,11,3,71,2,20,7,3,0,0,174,5,2,149,14,87,30,2,3,0,1,0,0,8,31,2,9,6,0,0,7,0,1,0,0,0,0,2,2,8,14,11,4,10,2,15,2,46,2,3,0,3,11,7,1,3,3,2,4,18,11,74,3,0,1,0,1,11,3,2,3,2,0,36,1,0,18,0,12,0,26,1,3,0,2,67,1,0,0,4,5,1,3,1,1,4,0,1,32,0,0,0,1,17,2,5,0,3,2,3,0,50,35,2,0,6,0,3,0,2,0,1,0,3,5,24,6,0,0,1,1,1,0,0,0,5,0,5,1,10,15,3,2,15,56,1,0,0,0,65,66,39,0,3,0,0,35,6,2,1,60,0,0,1,19,0,0,2,0,1,0,6,0,0,13,1,0,0,0,46,3,0,0,0,0,0,31,2,0,2,0,18,16,0,10,0,0,0,0,53,0,0,1,0,15,0,0,1,1,0,0,0,1,0,2,13,5,0,1,1,0,3,1,0,3,0,0,1,0,1,0,9,1,11,3,1,2,1,3,0,0,1,0,22,4,20,7,2,1,1,3,0,0,0,0,0,0,0,8,0,16,0,0,6,0,1,0,0,0,0,0,0,5,3,1,1,5,4,10,0,0,0,0,0,2,28,0,0,0,1,0,0,21,5,0,1,5,1,1,33,12,0,0,0,3,0,1,0,3,0,12,0,31,2,17,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,14,3,1,38,30,0,31,62,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,4,12,0,0,0,0,74,0,0,0,0,3,0,0,1,1,1,14,0,0,0,36,0,5,0,0,0,7,0,3,1,0,0,12,7,2,0,3,11,0,2,0,4,0,0,0,0,5,0,0,0,0,7,6,0,1,0,5,1,0,2,5,0,0,0,35,18,0,0,0,15,0,0,0,5,0,0,0,0,1,0,0,1,0,2,0,2,0
119,220,196,31,5,32,4,50,79,6,1,7,38,9,2,260,4,12,1,24,1,0,4,31,21,4,5,21,30,0,1,6,10,1,8,5,19,2,0,0,21,0,4,7,15,1,6,14,0,1,1,3,0,6,1,2,7,0,12,9,16,9,7,32,1,15,0,0,1,0,65,3,4,123,1,52,28,5,0,1,0,0,0,3,19,3,2,9,5,1,4,1,3,1,0,0,0,0,3,4,4,5,3,7,0,15,2,34,8,8,1,0,20,7,1,1,0,1,0,11,10,139,3,1,2,0,0,8,4,0,2,2,1,37,1,0,21,0,9,0,40,2,2,0,5,42,4,0,0,1,4,1,0,1,0,0,0,0,9,0,0,0,1,11,3,6,0,1,1,2,0,72,71,0,0,5,0,10,0,1,0,6,0,3,1,17,16,2,0,1,0,0,0,0,0,3,0,5,0,2,4,4,4,45,42,2,0,1,0,26,66,13,1,6,1,1,66,6,1,0,23,3,0,1,11,0,0,3,0,0,0,2,1,0,8,4,1,0,0,28,2,0,0,0,1,0,32,1,0,2,0,10,3,0,6,0,0,0,0,56,0,0,1,0,14,0,0,3,1,1,0,0,1,0,3,15,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3,2,9,3,0,0,0,6,0,0,0,0,36,0,34,3,2,2,2,5,0,0,0,0,0,0,3,4,3,17,0,0,1,0,1,1,0,0,1,0,0,3,19,0,2,0,1,11,0,1,0,0,0,1,9,0,1,0,0,0,0,22,7,0,1,8,0,0,16,12,0,0,0,1,0,6,0,5,1,5,0,34,0,12,0,2,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,6,4,0,29,11,0,14,62,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,1,0,0,0,7,0,0,0,0,32,0,1,0,0,2,0,0,0,1,1,4,0,0,0,14,0,0,0,0,0,3,0,1,0,0,0,6,3,1,0,3,10,0,8,0,12,0,0,0,0,10,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,9,0,63,6,0,0,0,14,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
